budget	link	location	post_date	propose_amount	title	view	content	office	time_limit	owner_positive
5萬~10萬	http://case.518.com.tw/casepage-detail-120932.html?from=google&a_id=3471	台中市	2017-02-09	5	ASP.net MVC 網站設計	657	"1.案件說明：攝影網站平台
           功能包含會員註冊(可用FB與GMAIL等) 投件
           管理者新增比賽與資料下載
2.配合時間：一到兩個月
3.配合地點：可在家做業
4.注意事項：需..欲查看案件詳細內容，請先登入或免費註冊"	在家工作	30 天 【一般案件】	低
1萬~5萬	http://case.518.com.tw/casepage-detail-117540.html?from=google&a_id=3471	新北市	2017-02-09	34	Banner, 網拍上架, 網拍小幫手	2090	"1.案件說明：DM, 照片編輯後製, Banner, 網拍上架, 網拍小幫手
2.配合時間：Email 詢問.
3.配合地點：在家工作
4.注意事項：需為 SOHO 族 (在家工作)
5.投遞時, 請告知已畢業的學校名稱與..欲查看案件詳細內容，請先登入或免費註冊"	在家工作	60 天 【長期合作】 (註:尋找日後配合人選)	中
5千以內	http://case.518.com.tw/casepage-detail-119010.html?from=google&a_id=3471	新北市	2017-02-09	5	bootstrap menu	1255	"1.案件說明：http://mobileaction.wa24hr.com/web/ -> menu -> 改回 bootstrap menu 
2.配合時間：(2天)
3.配合地點：在家作業
4.注意事項：(其它注意事項)欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案	60 天 【一般案件】	中
5千以內	http://case.518.com.tw/casepage-detail-118262.html?from=google&a_id=3471	台北市	2017-02-09	24	商品廣告Banner設計	1951	1.案件說明：目前有3張banner需要設計,主要是公司網頁或是粉絲團發文所使用的商品圖banner 一張費用大約在200元,找尋有意願的設計師,歡迎個人工作室,個人兼職設計師,平面設計師也可以,..欲查看案件詳細內容，請先登入或免費註冊	在家工作	30 天 【長期合作】 (註:尋找日後配合人選)	中
1萬~5萬	http://case.518.com.tw/casepage-detail-120902.html?from=google&a_id=3471	不拘	2017-02-08	19	長期網頁前端設計人員	782	"1.案件內容：網頁長期前端設計人員
2.配合時間：長期
3.配合地點：在家工作可
4.注意事項：需好溝通，具美感，可在家工作或依需求到公司與團隊討論，擅長視覺設計，排版，CSS，Jquery，HTML..欲查看案件詳細內容，請先登入或免費註冊"		30 天 【一般案件】	低
5千~1萬	http://case.518.com.tw/casepage-detail-117671.html?from=google&a_id=3471	台北市	2017-02-08	17	Wordpress套版風格設計及調整	1617	"1.案件說明：將wordpress的套版重新配色，需熟悉CSS3,Html5。
2.配合時間：14天
3.配合地點：在家作業
4.請把作品集及報價發送到電郵
5.若有大概設計理念可供了解最好
6.請用WORDPRESS套..欲查看案件詳細內容，請先登入或免費註冊"	在家工作	60 天 【一般案件】	中
5千以內	http://case.518.com.tw/casepage-detail-116693.html?from=google&a_id=3471	新北市	2017-02-08	5	網站佈景設計及模組開發	1065	"配合時間：預計2016年11月底前完成驗收
案件說明： 
1. 前後台需可維護商品型錄、留言板等功能
2. 需設計電子報系統、訂單管理等機制
3. 開發工具不拘(php、asp、html…)
4. SEO優化，..欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案	10 天 【急件】	中
1萬~5萬	http://case.518.com.tw/casepage-detail-120592.html?from=google&a_id=3471	不拘	2017-02-07	6	網站製作（急件）	907	"1.需要請提案方建置一抽獎網站
有以下功能
1).大樂透活動
由網友自行登入
01-49自由選號
當大樂透開獎時同步公布中獎人

2).大福彩活動
由網友01-40自行選號
當大福彩開獎時同步公..欲查看案件詳細內容，請先登入或免費註冊"	在家工作	60 天 【急件】	低
5千~1萬	http://case.518.com.tw/casepage-detail-109934.html?from=google&a_id=3471	彰化縣	2017-02-07	22	網站架設/網站規劃/網站行銷	12264	"1.案件說明：網站規劃.網站架設.網站行銷.響應式RWD架設
2.配合時間：長期配合
3.配合地點：公司在彰化，可在家作業，偶爾需配合至公司，所以中部者佳
4.注意事項：需要有良好的溝通和優..欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 須定期至指定公司	30 天 【長期合作】 (註:尋找日後配合人選)	中
5千~1萬	http://case.518.com.tw/casepage-detail-118957.html?from=google&a_id=3471	台中市	2017-02-07	14	銀行汽車貸款徵網站製作及行銷	1437	"1.案件說明：簡單網站製作，單頁式網站也可，熟LINE~FB行銷，關鍵字廣告等
2.配合時間：希望能在12月前完成上線
3.配合地點我在台中市，所以中部為佳，方便討論，可長期配合
4.注意事項：需..欲查看案件詳細內容，請先登入或免費註冊"	在家工作	60 天 【長期合作】 (註:尋找日後配合人選)	低
5千~1萬	http://case.518.com.tw/casepage-detail-118745.html?from=google&a_id=3471	高雄市	2017-02-07	19	網站美工設計/美編企劃	2424	"一.案件說明：
1. 依照公司需求製作網路行銷与進行網站規劃，以提升網站流量及產品銷售量。
2. 從事DM、包裝設計等工作。
3. 為產品圖美編.排版。
4. 經營Fb。
二.配合時間：面議
..欲查看案件詳細內容，請先登入或免費註冊"	須定期至指定公司	60 天 【長期合作】 (註:尋找日後配合人選)	中
5千以內	http://case.518.com.tw/casepage-detail-120828.html?from=google&a_id=3471	不拘	2017-02-06	2	EMAIL(EDM)編輯器與大量發送	708	"1.案件說明：EMAIL(EDM)編輯器與大量發送,使用我司提供的域名製作一個網頁版的EDM大量發信器和信件管理，含即有名單大量匯入。
2.配合時間：20
3.配合地點：
4.注意事項：(其它注意事項)欲查看案件詳細內容，請先登入或免費註冊"	在家工作	30 天 【一般案件】	低
1萬~5萬	http://case.518.com.tw/casepage-detail-120825.html?from=google&a_id=3471	台北市	2017-02-06	4	ruby on rails 網站修改	614	"資料管理的系統，已使用ruby on rails 開發，需要修改bug、功能。
需要有修改、除錯能力。

1.合作內容：ruby on rails 網站功能修改
2.製作時程：2月底
3.配合地點：在家
4.注意事項：..欲查看案件詳細內容，請先登入或免費註冊"	在家工作	7 天 【一般案件】	低
1萬~5萬	http://case.518.com.tw/casepage-detail-120783.html?from=google&a_id=3471	新北市	2017-02-06	11	網拍幫手 美工上架人員	952	"1.案件說明：
a.淘寶,YAHOO等網路購物平台商品上架, 管理, 網拍攝影,美編修圖,文案撰寫.,FB社群維護.（主要販售商品~日系動漫卡通相關的所有商品）
b.熟悉拍賣後臺管理、賣場管理、促銷、..欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案 / 須定期至指定公司	60 天 【長期合作】 (註:尋找日後配合人選)	低
5千~1萬	http://case.518.com.tw/casepage-detail-118842.html?from=google&a_id=3471	不拘	2017-02-06	21	RWD網頁設計.切版.工程相關	1266	"1.案件說明：我們公司在找尋能獨立作業-網頁美工設計人才.和會做網站程式設計相關人才.
2.配合時間：都可/不拘
3.配合地點：(在家作業、或自己有工作室皆可)
4.注意事項：來信或來電...欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案	60 天 【長期合作】 (註:尋找日後配合人選)	中
1萬~5萬	http://case.518.com.tw/casepage-detail-118846.html?from=google&a_id=3471	台中市	2017-02-06	6	遊戲競賽網站	1317	"1.案件說明：(各種遊戲競賽平台，需要串接各大遊戲輸贏資訊，來分辨誰輸誰贏，會員管理，金流，公平制度。)
2.配合時間：(2個月)
3.配合地點：(在家作業、台中)
4.注意事項：(需有經驗..欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案 / 須定期至指定公司	60 天 【急件】	中
1萬~5萬	http://case.518.com.tw/casepage-detail-119165.html?from=google&a_id=3471	新北市	2017-02-06	12	粉絲團編輯(駐點)人員	1784	"案件內容:配合本公司為粉絲團相關之撰文貼文、貼文取材、修改貼文、諮詢…等。駐點人員使用之電腦設備，應自行備妥需要之軟硬體並符合本公司資安規定。
配合時間:每周至少2日
配合地點:新..欲查看案件詳細內容，請先登入或免費註冊"	須定期至指定公司	60 天 【長期合作】 (註:尋找日後配合人選)	中
1萬~5萬	http://case.518.com.tw/casepage-detail-115339.html?from=google&a_id=3471	台北市	2017-02-06	38	商城美術編輯Baner&EDM	2566	"1.案件說明：樂天，ｙａｈｏｏ超級商城的美編　美容保健品相關　伊黛爾藥妝
2.配合時間：每月排程　費用固定
3.配合地點：在自己工作是或家理工作
4.注意事項：需有相關商城經驗　有圖庫　熟..欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案	30 天 【一般案件】	低
1萬~5萬	http://case.518.com.tw/casepage-detail-116647.html?from=google&a_id=3471	台北市	2017-02-06	54	網拍上架、美編設計	1731	"1.案件說明：(網拍商品上架、產品美編設計。)
2.配合時間：(商品上百至上千樣)
3.配合地點：(可在家或至辦公室)
4.注意事項：(好配合好討論對象為主)
主要商品為電池、電動工具、汽..欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案 / 須定期至指定公司	30 天 【一般案件】	低
5千~1萬	http://case.518.com.tw/casepage-detail-115657.html?from=google&a_id=3471	台北市	2017-02-06	16	購物網站美工設計/維護	969	"1.案件說明：電子商務購物網站美工設計維護人員，配合節慶公司活動是先規劃好活動頁面。
2.配合時間：即日起自十一月底止
3.配合地點：台北地區需定期自公司開會討論進度
4.注意事項:需有網..欲查看案件詳細內容，請先登入或免費註冊"	須定期至指定公司	30 天 【長期合作】 (註:尋找日後配合人選)	低
5千~1萬	http://case.518.com.tw/casepage-detail-114059.html?from=google&a_id=3471	不拘	2017-02-05	21	網路行銷專才	1848	"1.案件內容：(專案網路行銷規劃執行)
2.配合時間：(每個專案三周~四周)
3.配合地點：(大台北區域)
4.注意事項：(其它注意事項)欲查看案件詳細內容，請先登入或免費註冊"		60 天 【一般案件】	中
5萬~10萬	http://case.518.com.tw/casepage-detail-115442.html?from=google&a_id=3471	台南市	2017-02-05	9	教我操作SEO(五萬元)	2638	"1.案件說明：指導我如何操作，讓我的網站，客人搜尋""台南民宿""""台南住宿""自然排序可以在首頁前三名，我目前的網站是自己用WEEBLY做的，目前排名在17~19名(第二頁)，總預算5萬元，排名達..欲查看案件詳細內容，請先登入或免費註冊"	在家工作	60 天 【一般案件】	低
5千~1萬	http://case.518.com.tw/casepage-detail-118789.html?from=google&a_id=3471	高雄市	2017-02-04	23	簡易公司網站設計（含美工）-尋長期配合	1666	"配合時間：與本公司長期配合，配合公司套餐專案
配合地點：在家作業，以LINE溝通聯繫、進度回報
案件說明： 
1. 非套版或套版設計，靜態和動態網頁皆可
2. 主選單包含：關於公司、最新消息..欲查看案件詳細內容，請先登入或免費註冊"	在家工作	60 天 【長期合作】 (註:尋找日後配合人選)	中
1萬~5萬	http://case.518.com.tw/casepage-detail-118813.html?from=google&a_id=3471	台北市	2017-02-04	24	資料庫網頁製作	1690	"1.案件說明：網頁設計，需有美工能力及資料庫編輯能力者
2.配合時間：2個月
3.配合地點：可自行安排，回報進度
4.注意事項：如個人工作室必須提出擔保事項合約等欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案	60 天 【一般案件】	低
5千~1萬	http://case.518.com.tw/casepage-detail-119061.html?from=google&a_id=3471	新北市	2017-02-03	52	手機周邊配件 照片後製修圖	2353	"1.案件說明：(手機周邊配件 商品拍照 後製修圖)
2.配合時間：(因商品種類繁多，可隨進度逐一提供)
3.配合地點：(可在家作業、亦可我提供辦公工作室)
4.注意事項：(公司位於新北市三..欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案	30 天 【長期合作】 (註:尋找日後配合人選)	低
5千~1萬	http://case.518.com.tw/casepage-detail-117782.html?from=google&a_id=3471	台北市	2017-02-03	13	網站設計	707	"配合時間：預計2016年12月底前完成驗收
配合地點：在家作業，以E-mail溝通聯繫、進度回報
案件說明： 
1. 非套版設計，靜態和動態網頁皆可
2. 主選單包含：關於公司、最新消息、菜單、宴會..欲查看案件詳細內容，請先登入或免費註冊"	在家工作	1 天 【一般案件】	低
5千~1萬	http://case.518.com.tw/casepage-detail-119400.html?from=google&a_id=3471	不拘	2017-02-03	59	網拍小美編 照片檔案整理	2359	"1.案件內容：新品照片整理歸檔分類
2.配合時間：白天.晚上皆可，學生兼職可
3.配合地點：地點不限制，可在自家工作，需自備電腦，會使用修圖軟體者佳
4.其他 : 熱愛網路購物，熟悉網拍作業..欲查看案件詳細內容，請先登入或免費註冊"	在家工作	60 天 【一般案件】	低
5千~1萬	http://case.518.com.tw/casepage-detail-120263.html?from=google&a_id=3471	台南市	2017-02-03	11	Line@生活圈FB粉絲團.長期5千/月	2046	"1.執行內容：Line生活圈行銷PO文
◎銷售商品：嬰幼兒食衣住行商品行銷
◎預計目標：增加LINE@商品活動PO文提升銷售額
◎活動企劃、貼文文案
2.執行時間及地點：新營區為主.方便溝通.可面..欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案 / 須定期至指定公司	60 天 【長期合作】 (註:尋找日後配合人選)	中
1萬~5萬	http://case.518.com.tw/casepage-detail-120667.html?from=google&a_id=3471	不拘	2017-02-02	21	RWD購物官網，歐付寶	962	"1.案件說明：網站可年維護合約最佳，前後台RWD，購物車，金流(歐付寶)，物流(歐付寶)。
2.配合時間：(預計執行30天內)
3.配合地點：
4.注意事項：(其它注意事項)欲查看案件詳細內容，請先登入或免費註冊"	在家工作	30 天 【一般案件】	中
5千~1萬	http://case.518.com.tw/casepage-detail-120395.html?from=google&a_id=3471	不拘	2017-02-02	11	響應式購物網站及後台架設	1169	"1.案件說明：響應式購物網站及後台架設
具響應式功能，會員管理、會員付費、購物車功能，可設獨立金流(電子錢包)系統，可進行購物,可使用第三方平台進行會員登入(註冊)FBGoogle+。具後臺編..欲查看案件詳細內容，請先登入或免費註冊"		30 天 【一般案件】	中
5千~1萬	http://case.518.com.tw/casepage-detail-120169.html?from=google&a_id=3471	不拘	2017-02-02	14	網站手機板製作	1188	"1.案件說明：
將現有網站製作成手機板，詳細細節須直接洽談。
2.配合時間：
無，但須具備Line/ 電子郵件/ 手機
3.配合地點：
無，在家製作即可
4.注意事項：
請直接透我們的信箱與我們聯..欲查看案件詳細內容，請先登入或免費註冊"	在家工作	7 天 【一般案件】	中
5千以內	http://case.518.com.tw/casepage-detail-114399.html?from=google&a_id=3471	台南市	2017-02-02	9	二手車或汽車相關的粉絲團與部落格經營	3296	"1.案件說明：(經營二手車,汽車類的粉絲團與部落格, 有相關主題領域者佳, 文筆能力好。)
2.配合時間：(長期配合)
3.配合地點：(在家作業、需定期討論事項）
4.注意事項：(有相關主題領..欲查看案件詳細內容，請先登入或免費註冊"	在家工作	60 天 【一般案件】	低
5千~1萬	http://case.518.com.tw/casepage-detail-120613.html?from=google&a_id=3471	不拘	2017-02-01	10	自作網頁平台	800	"1.案件內容：茶葉網頁平台製作
2.配合時間：2/1起
3.配合地點：在家作業
4.注意事項：欲查看案件詳細內容，請先登入或免費註冊"	在家工作	30 天 【一般案件】	中
5千~1萬	http://case.518.com.tw/casepage-detail-119063.html?from=google&a_id=3471	新北市	2017-02-01	9	全球貧童就學網站--網站後台維護及修改	1771	"1.案件說明：網站將於近期上線，須專精PHP 程式編程人員，協助網站的維護及修改。
2.配合時間：長期配合，網站的運作維護及程式修改。
3.配合地點：北部地區。可在家工作。
4.注意事項：有關..欲查看案件詳細內容，請先登入或免費註冊"	在家工作	60 天 【長期合作】 (註:尋找日後配合人選)	中
1萬~5萬	http://case.518.com.tw/casepage-detail-119576.html?from=google&a_id=3471	新北市	2017-02-01	8	網路行銷，口碑行銷	1118	"1.案件說明：購物官網，FB粉絲頁，口碑行銷之行銷企劃
2.配合時間：以工作提案內容建議及工作效能選擇長期委託
3.配合地點：新北市
4.注意事項：以最能提升業績與會員數作法整體考量欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案	30 天 【長期合作】 (註:尋找日後配合人選)	低
5千以內	http://case.518.com.tw/casepage-detail-118816.html?from=google&a_id=3471	新北市	2017-02-01	43	EDM設計	2211	"1.案件說明：商品EDM設計(美妝保養品、3C產品及其它種類產品)
2.配合時間：任何
3.配合地點：在家工作即可
4.注意事項：1.好溝通，好配合
           2.請附上曾做過的案件欲查看案件詳細內容，請先登入或免費註冊"	在家工作	60 天 【長期合作】 (註:尋找日後配合人選)	中
1萬~5萬	http://case.518.com.tw/casepage-detail-114034.html?from=google&a_id=3471	台中市	2017-02-01	25	資訊平台  網站架設	2859	"1.案件說明：需要後台管理  流量統計  會員註冊
http://www.thegreatdaily.com/
類似像這樣,會員註冊登入後即可在平台上撰寫文章資訊,需有上下線制
網域大陸能開啟
2.配合時間：一個月
..欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案	60 天 【一般案件】	中
5千以內	http://case.518.com.tw/casepage-detail-115315.html?from=google&a_id=3471	台北市	2017-02-01	19	FB/blog/官網經營維護	1584	".案件說明：公司網站.FB管理.維護.網路論壇文章撰寫.多方面行銷通路討論.建議.需要至公司討論.有經驗個人優先.歡迎非團隊的人才
2.配合時間：一季 
3.配合地點：台北市.新北市優先..欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案 / 須定期至指定公司	60 天 【一般案件】	低
5千以內	http://case.518.com.tw/casepage-detail-116437.html?from=google&a_id=3471	不拘	2017-02-01	12	桃園區誠徵網拍拍照人員	1157	"1.案件內容：網拍翡翠藝品拍照建檔，整理上架
2.配合時間：彈性
3.配合地點：桃園區
4.注意事項：意者面試陳先生欲查看案件詳細內容，請先登入或免費註冊"		30 天 【一般案件】	低
5千~1萬	http://case.518.com.tw/casepage-detail-118998.html?from=google&a_id=3471	台中市	2017-02-01	9	RWD網頁美工設計(長期合作，台中優先)	1812	"1.案件內容：長期合作RWD網站設計、APP之UX設計。
2.熟 HTML5、 CSS、JavaScript 、RWD網頁設計、切版，有app與手機版網頁設計經驗，可獨立作業者，需能配合修改，(能不改，我們也不想改..欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 須定期至指定公司	30 天 【長期合作】 (註:尋找日後配合人選)	低
5千以內	http://case.518.com.tw/casepage-detail-115275.html?from=google&a_id=3471	台北市	2017-01-31	29	網站Banner製作	1646	"1.案件內容：協助網站製作Banner
2.配合時間：每組產品Banner於三天內完成, 一個月約有5~10件產品, 長期合作
3.配合地點：在家作業
4.注意事項：需熟知修圖軟體, 期望有經驗者, 無經驗勿來信..欲查看案件詳細內容，請先登入或免費註冊"	在家工作	60 天 【長期合作】 (註:尋找日後配合人選)	低
5千~1萬	http://case.518.com.tw/casepage-detail-117463.html?from=google&a_id=3471	不拘	2017-01-31	19	Wordpress 網站架設複製	964	"1.案件說明：
之前是用WIX.com製作民宿形象網站
因為需要好的搜尋引擎優化架構，希望改成WORDPRESS架站
希望新架設的網站能夠和之前的形象網站能夠一模一樣就好(不需要金流系統，能夠提示..欲查看案件詳細內容，請先登入或免費註冊"	在家工作	5 天 【一般案件】	低
5千以內	http://case.518.com.tw/casepage-detail-120342.html?from=google&a_id=3471	不拘	2017-01-30	17	網拍平台文案製作 有攝影者佳 長期配合	946	"1.案件說明：網拍平台文案製作 
2.配合時間：長期配合
3.配合地點：在家作業
4.注意事項：我方提供產品特點,請熟悉產品後(主要生活用品.嬰兒用品)製作成主圖與長條圖文案(分好幾張圖檔..欲查看案件詳細內容，請先登入或免費註冊"	在家工作	60 天 【長期合作】 (註:尋找日後配合人選)	中
5千以內	http://case.518.com.tw/casepage-detail-120481.html?from=google&a_id=3471	不拘	2017-01-30	30	yahoo拍賣轉到露天與蝦皮	1258	"1.案件說明：yahoo拍賣移到露天與蝦皮
2.配合時間：不均隨意
3.配合地點：可在家作業，
4.需求服務事項：

僅需複製貼上,偶而修改與上架,接附圖與文案,不須經驗

5.公司介紹：
	我..欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案	60 天 【一般案件】	低
5萬~10萬	http://case.518.com.tw/casepage-detail-116406.html?from=google&a_id=3471	不拘	2017-01-30	5	網路博奕遊戲開發	1003	"1.案件說明：網路博奕遊戲開發(拉霸 柏青哥 5PK 7PK 賽馬 小瑪莉 水果盤)
2.配合時間：平均一個月可開發1~2款遊戲
3.配合地點：在家開發作業可 以E-mail及通訊軟體溝通聯繫、進度回報..欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案	30 天 【一般案件】	低
5千以內	http://case.518.com.tw/casepage-detail-115013.html?from=google&a_id=3471	不拘	2017-01-29	6	設計人力派遣相關軟體含版權費用	1485	"1.案件內容：帳目表，員工資料，派遣資料，病人追蹤……等及公司網路架設
2.配合時間：105年10月1日起
3.配合地點：高雄市橋頭區大同路18號
4.注意事項：需帶曾經設計的成品。限5日內完成欲查看案件詳細內容，請先登入或免費註冊"		30 天 【一般案件】	低
1萬~5萬	http://case.518.com.tw/casepage-detail-119756.html?from=google&a_id=3471	台中市	2017-01-29	8	會員 影像網站	1256	"配合時間：預計2017年01月底前完成驗收
案件說明： 
1. 前後台需可維護商品型錄、購物車等功能
2. 需設計會員系統、線上預約、倉儲管理、人資管理。線上打卡、影像管理編輯等機制
3. 開發..欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案	30 天 【長期合作】 (註:尋找日後配合人選)	低
1萬~5萬	http://case.518.com.tw/casepage-detail-115188.html?from=google&a_id=3471	新北市	2017-01-29	22	RWD官網 - 需有購物車系統/串金流	1742	"1.案件說明：RWD 購物網站設計，會員管理、購物車下單系統，串連FB登入會員、串金流等。
2.配合時間：20天內完成。
3.配合地點：可在家工作，必要時須到指定會議地點開會。
4.注意事項：以長..欲查看案件詳細內容，請先登入或免費註冊"	在家工作	60 天 【長期合作】 (註:尋找日後配合人選)	低
5千以內	http://case.518.com.tw/casepage-detail-118520.html?from=google&a_id=3471	宜蘭縣	2017-01-29	6	粉絲頁維護	2442	"配合時間：一周內
配合地點：在家作業，以E-mail溝通聯繫

案件說明：
1. 露營區粉絲團維護

注意事項：
1. 需經營部落格， 
2. 本案文章需經由發案方審核後方能上線欲查看案件詳細內容，請先登入或免費註冊"	在家工作	60 天 【一般案件】	低
1萬~5萬	http://case.518.com.tw/casepage-detail-115031.html?from=google&a_id=3471	桃園市	2017-01-27	6	長期配合-行銷/財商課程企劃行銷	1525	"1.案件說明：依照預算規劃Google/FB/Yahoo廣告行銷
2.配合時間：長期配合
3.配合地點：在家執行、偶爾需碰面開會
4.注意事項：
具備文案能力，有經驗尤佳，請附上推廣過的專案及成效
5.產..欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案	60 天 【長期合作】 (註:尋找日後配合人選)	低
1萬~5萬	http://case.518.com.tw/casepage-detail-115036.html?from=google&a_id=3471	桃園市	2017-01-27	15	長期配合-Google,FB廣告操作	1937	"1.案件說明：
依照預算規劃Google/FB/Yahoo廣告投放
數據成效分析
具備文案能力及美編能力尤佳
2.配合時間：長期配合
3.配合地點：在家執行、必要時見面開會討論
4.注意事項：
有經驗尤..欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案	60 天 【長期合作】 (註:尋找日後配合人選)	低
1萬~5萬	http://case.518.com.tw/casepage-detail-119466.html?from=google&a_id=3471	台北市	2017-01-27	16	網頁改版及程式修改(php)	1681	"1.案件說明：婚友社網站簡單改版及前後台部分程式修改
2.配合時間：106/1/31前完成(1個半月執行完成)
3.配合地點：均可(在家作業，以E-mail溝通聯繫、進度回報)
4.注意事項：需整合PHP程..欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案	15 天 【一般案件】	中
1萬~5萬	http://case.518.com.tw/casepage-detail-112210.html?from=google&a_id=3471	新北市	2017-01-26	12	APP開發 只需要ANDROID版本	1888	"1.案件說明：需要APP的協助開發. 主要是遊戲介紹的APP. 最好有相關經驗.有SAMPLE可以讓我們選擇.
2.配合時間：1~2月內完成
3.配合地點：在家即可完成.有需要開會可以用LINE或是在約見面..欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案	60 天 【一般案件】	中
1萬~5萬	http://case.518.com.tw/casepage-detail-118679.html?from=google&a_id=3471	不拘	2017-01-26	43	網頁製作	2420	"1.案件內容：公司網站設計
2.配合時間：詳談
3.配合地點：不限
4.注意事項：須有後台可變更產品內容,共有兩個網址分別為不同類型欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案 / 須定期至指定公司	60 天 【一般案件】	中
1萬~5萬	http://case.518.com.tw/casepage-detail-113142.html?from=google&a_id=3471	台中市	2017-01-26	21	網站獎金程式設計	2607	"1.案件說明：(響應式網站，獎金程式設計，須熟悉 PHP MySQL CSS HTML)
2.配合時間：(10天)
3.配合地點：(在家作業)
4.注意事項：(其它注意事項)欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案	30 天 【長期合作】 (註:尋找日後配合人選)	中
5千以內	http://case.518.com.tw/casepage-detail-118555.html?from=google&a_id=3471	台中市	2017-01-25	31	美編製圖	1862	"工作內容: 幫忙製作和美編，主管需要的活動、產品、廣告圖片以及廣告Banner
配合地點：在家作業 以line溝通聯繫 回報進度欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案	60 天 【一般案件】	低
5千~1萬	http://case.518.com.tw/casepage-detail-119656.html?from=google&a_id=3471	不拘	2017-01-25	29	產品相片去背網頁美工設計	2077	"1.案件內容：美工設計網頁設計，會提供商品照片，需要負責修圖、排版、上架等
2.配合時間：周一到周日兼差，論件計酬
3.配合地點：台北
4.注意事項：需要進度討論欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案	30 天 【一般案件】	中
5千~1萬	http://case.518.com.tw/casepage-detail-119019.html?from=google&a_id=3471	不拘	2017-01-25	40	簡單網站設計(需讓業主之後可更新產品)	1973	"1.案件內容:公司以外銷文具禮品為主，原本網站產品與內容老舊，想要更新。
Ａ. 網頁需求-有首頁，並可以做產品分類、自行上架產品、連絡我們、
只需做出框架，詳細產品內容，我們自己上
Ｂ..欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案	60 天 【一般案件】	低
1萬~5萬	http://case.518.com.tw/casepage-detail-118320.html?from=google&a_id=3471	台北市	2017-01-24	27	Wordpress設計形象網站/購物網製	1783	"1.以Wordpress設計與製作公司形象規範、網站視覺風格。
2.使用各種軟體製作專案網頁。
3.與相關人員配合，協同執行專案。
4.規劃與掌控專案時程及成本。
5.設計電子報與用戶端互動平台，並..欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案 / 須定期至指定公司	60 天 【長期合作】 (註:尋找日後配合人選)	中
5千~1萬	http://case.518.com.tw/casepage-detail-114275.html?from=google&a_id=3471	新北市	2017-01-24	60	平面廣告設計	3047	"1.案件說明：
喜歡、熟悉親子流行事物，對服裝時尚及美術、廣告編輯有高度熱情
對美編、廣告設計有興趣熱誠者，歡迎您的加入
＊官網商品修圖、去背、平面設計排版、活動BN設計
＊需有一年以..欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案 / 須定期至指定公司	20 天 【一般案件】	中
5千~1萬	http://case.518.com.tw/casepage-detail-120522.html?from=google&a_id=3471	彰化縣	2017-01-23	7	PHP網站產品資料庫建置	1311	"1.案件說明：PHP網站產品資料庫建置
2.配合時間：長期合作
3.配合地點：在家作業
4.注意事項：(其它注意事項)欲查看案件詳細內容，請先登入或免費註冊"	在家工作	20 天 【長期合作】 (註:尋找日後配合人選)	中
